votes,no_answers,questions,links,tags
0,,Why are black holes that massive?,/questions/14129/why-are-black-holes-that-massive,"star,black-hole,mass"
3,,How to differentiate between images of a gravitationally lensed object,/questions/10480/how-to-differentiate-between-images-of-a-gravitationally-lensed-object,"star,galaxy,light,gravitational-lensing"
6,1,Can Space-Time Itself Have Energy Qualities Like Momentum?,/questions/2528/can-space-time-itself-have-energy-qualities-like-momentum,space-time
1,1,What do cosmologists mean when they talk about “the running of the spectral index”?,/questions/10158/what-do-cosmologists-mean-when-they-talk-about-the-running-of-the-spectral-inde,"cosmology,cosmological-inflation,cmb"
0,,Can an astronaut ever reach a Black Hole theoretically? [duplicate],/questions/8826/can-an-astronaut-ever-reach-a-black-hole-theoretically,"black-hole,astrophysics,fundamental-astronomy,supermassive-black-hole"
3,,How does gyrochronology deal with differential rotation and axial tilt?,/questions/12019/how-does-gyrochronology-deal-with-differential-rotation-and-axial-tilt,"rotation,stellar-astrophysics,kepler"
0,1,Does science need support from religion or philosophy to explain the creation? [closed],/questions/2350/does-science-need-support-from-religion-or-philosophy-to-explain-the-creation,"universe,big-bang-theory"
2,,Where does the dust on 67P/Churyumov-Gerasimenko come from?,/questions/8607/where-does-the-dust-on-67p-churyumov-gerasimenko-come-from,"comets,dust,67p"
6,1,Lack of planets in the Oort Cloud,/questions/10229/lack-of-planets-in-the-oort-cloud,"gravity,planet,comets,oort-cloud,planetary-formation"
0,1,Why is it so difficult to discover the earth Trojan?,/questions/13354/why-is-it-so-difficult-to-discover-the-earth-trojan,"asteroids,celestial-mechanics"
31,,Why hasn't the “9th Planet” been detected already?,/questions/13330/why-hasnt-the-9th-planet-been-detected-already,"solar-system,planet,observation,9th-planet"
3,,How can a galaxy in-between our view and the galaxy behind it have a 'lensing effect'?,/questions/10036/how-can-a-galaxy-in-between-our-view-and-the-galaxy-behind-it-have-a-lensing-ef,"gravity,galaxy,telescope,gravitational-lensing"
3,1,What would this moving point of light be?,/questions/10655/what-would-this-moving-point-of-light-be,"observation,amateur-observing,artificial-satellite"
3,,Hulse-Taylor binary pulsar - what is the rate of mass/energy loss from the source?,/questions/7950/hulse-taylor-binary-pulsar-what-is-the-rate-of-mass-energy-loss-from-the-sourc,"general-relativity,pulsar"
3,,"How much larger would a star have to be to cause thermonuclear reactions if it was made out of mostly rock like Earth, instead of gases?",/questions/11143/how-much-larger-would-a-star-have-to-be-to-cause-thermonuclear-reactions-if-it-w,"star,matter,size"
-2,1,Astronomy questions I wondered for hours [closed],/questions/6043/astronomy-questions-i-wondered-for-hours,"big-bang-theory,early-universe"
1,,What is the detector size of LANDSAT 8's detector array?,/questions/11807/what-is-the-detector-size-of-landsat-8s-detector-array,satellite
4,1,Could spy satellites use laser guide stars (for adaptive optics)?,/questions/11454/could-spy-satellites-use-laser-guide-stars-for-adaptive-optics,"atmosphere,space-telescope,optics"
5,1,Why is the Boomerang Nebula colder than the CMB?,/questions/10372/why-is-the-boomerang-nebula-colder-than-the-cmb,"temperature,cmb,nebula"
1,,Suns Orbital speed and escape velocity question,/questions/11238/suns-orbital-speed-and-escape-velocity-question,velocity
4,2,time on earth compared to completely stationary in space,/questions/7841/time-on-earth-compared-to-completely-stationary-in-space,"space-time,special-relativity"
7,,How unusual is the solar system?,/questions/13149/how-unusual-is-the-solar-system,"the-moon,solar-system,saturn,planetary-ring"
5,,Location on (or in) the celestial sphere,/questions/1792/location-on-or-in-the-celestial-sphere,"amateur-observing,fundamental-astronomy"
0,,Asteroids turning out to be Meteorites [closed],/questions/1870/asteroids-turning-out-to-be-meteorites,"orbit,asteroids,meteorite"
7,,"If a person were to die on the Moon or Mars, would the body decompose?",/questions/12040/if-a-person-were-to-die-on-the-moon-or-mars-would-the-body-decompose,"the-moon,solar-system,planet,space,mars"
4,1,Could a pair of binary black holes form within a star?,/questions/13791/could-a-pair-of-binary-black-holes-form-within-a-star,"black-hole,astrophysics,gravitational-waves,gamma-ray-bursts"
6,1,Do planets migrate suddenly or gradually?,/questions/13342/do-planets-migrate-suddenly-or-gradually,"solar-system,gravity,planetary-formation,orbital-migration"
14,,Why do we believe that the super massive black holes at the centers of two merging galaxies would themselves merge?,/questions/13013/why-do-we-believe-that-the-super-massive-black-holes-at-the-centers-of-two-mergi,"galaxy,supermassive-black-hole"
3,,Why is every year the same number of days despite the gravity in the solar system?,/questions/2080/why-is-every-year-the-same-number-of-days-despite-the-gravity-in-the-solar-syste,"earth,solar-system,gravity,jupiter"
-1,1,As of now did a radio telescope ever recorded something else than the silence of space? [closed],/questions/8014/as-of-now-did-a-radio-telescope-ever-recorded-something-else-than-the-silence-of,"radio-astronomy,extra-terrestrial,space-telescope"
2,1,Standardized “constellation” regions?,/questions/10720/standardized-constellation-regions,"constellations,standards"
14,,"Our galaxy, the Milky Way, forms part of a galaxy group called The Local Group. What are the parameters that dictate what a galaxy group is?",/questions/1278/our-galaxy-the-milky-way-forms-part-of-a-galaxy-group-called-the-local-group,"galaxy,milky-way,classification,local-group"
2,,Landing on an “earth-like” planet (practical application),/questions/5988/landing-on-an-earth-like-planet-practical-application,"earth-like-planet,life"
3,,"Years, Months, Day, and Weeks?",/questions/10490/years-months-day-and-weeks,"planet,date-time"
6,,How to determine scalar-to-tensor ratio r from CMB polarization spectrum?,/questions/7777/how-to-determine-scalar-to-tensor-ratio-r-from-cmb-polarization-spectrum,"cosmology,cmb"
7,2,Who gets to name Planet Nine if it is confirmed?,/questions/13994/who-gets-to-name-planet-nine-if-it-is-confirmed,"planet,naming"
1,2,Can planets have orbits other than elliptical or circular orbits?,/questions/12933/can-planets-have-orbits-other-than-elliptical-or-circular-orbits,"orbit,planet"
0,2,Can black holes collide with the Sun? In that case what will happen? [duplicate],/questions/13699/can-black-holes-collide-with-the-sun-in-that-case-what-will-happen,"sun,black-hole"
3,1,What would this moving point of light be?,/questions/10655/what-would-this-moving-point-of-light-be,"observation,amateur-observing,artificial-satellite"
1,2,What happened before the big bang? [duplicate],/questions/1675/what-happened-before-the-big-bang,space
12,,How often do stars pass close (~1ly) to the Sun?,/questions/3601/how-often-do-stars-pass-close-1ly-to-the-sun,"star,sun,distances,movement"
2,,"Given a collection of pixels, how to deduce the flux from them?",/questions/14084/given-a-collection-of-pixels-how-to-deduce-the-flux-from-them,"star,telescope,observation,exoplanet,light"
3,,Could someone see anything while being inside black hole?,/questions/10288/could-someone-see-anything-while-being-inside-black-hole,"black-hole,light"
6,,Would time go by infinitely fast when crossing the event horizon of a black hole?,/questions/2524/would-time-go-by-infinitely-fast-when-crossing-the-event-horizon-of-a-black-hole,"black-hole,gravity,space-time,special-relativity,horizon"
3,,Are galaxies moving away from us faster than before?,/questions/10123/are-galaxies-moving-away-from-us-faster-than-before,"galaxy,universe,cosmology,expansion"
0,,Collision of two Earths,/questions/8497/collision-of-two-earths,"orbit,astrophysics,earth-like-planet"
5,,Is any consensus forming on the solution to the “Lithium Problem”?,/questions/11829/is-any-consensus-forming-on-the-solution-to-the-lithium-problem,"big-bang-theory,astrophysics,spectroscopy,stellar-astrophysics,elemental-abundances"
-1,1,"Big Bang Thoery, what triggered it and why [closed]",/questions/2342/big-bang-thoery-what-triggered-it-and-why,big-bang-theory
1,,The name of a particular low extinction region,/questions/8175/the-name-of-a-particular-low-extinction-region,"dust,extinction"
1,2,Why do comets come from our local Oort cloud instead of from interstellar sources?,/questions/8378/why-do-comets-come-from-our-local-oort-cloud-instead-of-from-interstellar-source,"comets,formation,oort-cloud,interstellar"
2,,"In a binary star system, what relation determines the eccentricity of the three orbits (for $m_1$, $m_2$, and the reduced mass)?",/questions/12784/in-a-binary-star-system-what-relation-determines-the-eccentricity-of-the-three,celestial-mechanics
13,,What wavelength to best detect the “9th planet”?,/questions/13313/what-wavelength-to-best-detect-the-9th-planet,"solar-system,planet,observation,9th-planet,wavelength"
6,,Are our 'observations' of or near a black hole affected by gravity induced time dilation?,/questions/8143/are-our-observations-of-or-near-a-black-hole-affected-by-gravity-induced-time,"gravity,general-relativity,gravitational-lensing"
2,1,Calculating Postition of ISS / Hubble in space [closed],/questions/10072/calculating-postition-of-iss-hubble-in-space,artificial-satellite
2,1,Birth and Evolution of Millisecond Pulsars,/questions/6068/birth-and-evolution-of-millisecond-pulsars,"neutron-star,pulsar"
1,1,"Do astronomers and astrophysicists more often use diameters or radii when discussing about planets, dwarf planets, exoplanets and stars?",/questions/10179/do-astronomers-and-astrophysicists-more-often-use-diameters-or-radii-when-discus,"star,planet,exoplanet,distances,size"
4,,How did the reionization epoch make the universe “transparent”?,/questions/5968/how-did-the-reionization-epoch-make-the-universe-transparent,"cosmology,early-universe"
2,,The dark side of the moon [duplicate],/questions/11683/the-dark-side-of-the-moon,"the-moon,natural-satellites,satellite"
7,,Why aren't secondary mirrors offset to get rid of diffraction spikes due to the support vanes?,/questions/10763/why-arent-secondary-mirrors-offset-to-get-rid-of-diffraction-spikes-due-to-the,"telescope,optics"
1,1,Relationship between temperature of nebula and size of star,/questions/9963/relationship-between-temperature-of-nebula-and-size-of-star,"temperature,star-formation,size,nebula"
1,,Does the universe prefer a velocity?,/questions/11049/does-the-universe-prefer-a-velocity,"cosmology,velocity"
1,,How would Special relativity explain past-present-future if thinking about 13-billion-light-years distanced objects,/questions/7781/how-would-special-relativity-explain-past-present-future-if-thinking-about-13-bi,"space-time,special-relativity"
12,,"Have we ever observed a body, such as a large asteroid, “hitting” the Sun?",/questions/13120/have-we-ever-observed-a-body-such-as-a-large-asteroid-hitting-the-sun,"solar-system,sun,observation,asteroids,comets"
2,2,"Is it possible to calculate the time of day given latitude, longitude and solar elevation angles (zenith, azimuth, elevation)?",/questions/1703/is-it-possible-to-calculate-the-time-of-day-given-latitude-longitude-and-solar,fundamental-astronomy
2,1,Heavy bombardment - Why has things cooled?,/questions/1816/heavy-bombardment-why-has-things-cooled,"solar-system,asteroids"
2,,"Can we know where (South, East, West…) the moon will be at a specific time?",/questions/11886/can-we-know-where-south-east-west-the-moon-will-be-at-a-specific-time,"the-moon,lunar-eclipse"
28,,What did LIGO Actually See? (Gravitational waves discovery),/questions/13782/what-did-ligo-actually-see-gravitational-waves-discovery,"gravity,black-hole,gravitational-waves"
6,,How was the hypothetical ninth planet kicked so far out of the Solar System?,/questions/13310/how-was-the-hypothetical-ninth-planet-kicked-so-far-out-of-the-solar-system,"gravity,planet,9th-planet"
1,3,Oldest in the universe,/questions/12749/oldest-in-the-universe,galaxy
7,1,Asteroids between Mars and Jupiter,/questions/1520/asteroids-between-mars-and-jupiter,"solar-system,asteroids,jupiter,mars"
1,2,Do extraterrestrial landscapes or planets count as nature?,/questions/7749/do-extraterrestrial-landscapes-or-planets-count-as-nature,extra-terrestrial
1,2,Find constellation over Earth coordinates on a specific date-time,/questions/10262/find-constellation-over-earth-coordinates-on-a-specific-date-time,"star,constellations,date-time,positional-astronomy"
11,,How do we know Milky Way is a 'barred' spiral galaxy?,/questions/1269/how-do-we-know-milky-way-is-a-barred-spiral-galaxy,"galaxy,milky-way"
3,,"Help in determining the features of an unusual, fictional star system",/questions/4766/help-in-determining-the-features-of-an-unusual-fictional-star-system,"tidal-forces,earth-like-planet,habitable-zone,antimatter"
1,2,Find constellation over Earth coordinates on a specific date-time,/questions/10262/find-constellation-over-earth-coordinates-on-a-specific-date-time,"star,constellations,date-time,positional-astronomy"
4,,Formation of Cosmic Microwave Background,/questions/6478/formation-of-cosmic-microwave-background,"cosmology,big-bang-theory,cmb"
3,,What planets and moons have we seeded with life (if any)?,/questions/13968/what-planets-and-moons-have-we-seeded-with-life-if-any,"the-moon,earth,life,planet,origin-of-life"
3,1,Do all planets rotate in the same direction in relation to each other?,/questions/12875/do-all-planets-rotate-in-the-same-direction-in-relation-to-each-other,"orbit,solar-system,planet,rotation,history"
6,,How do star densities work?,/questions/13644/how-do-star-densities-work,"star,sun,mass,stellar-dynamics,density"
1,,why does venus flick?,/questions/10455/why-does-venus-flick,"observation,amateur-observing,venus"
3,,In what form was the space at singularity?,/questions/1620/in-what-form-was-the-space-at-singularity,"space,big-bang-theory"
5,,Does Tobler's First Law of Geography Apply to Star Composition?,/questions/2593/does-toblers-first-law-of-geography-apply-to-star-composition,"star,distances"
0,,How to calculate B-V colour index value percentage difference,/questions/14059/how-to-calculate-b-v-colour-index-value-percentage-difference,"star,amateur-observing"
1,,Do we still use the term “astronomical unit” nowadays?,/questions/10265/do-we-still-use-the-term-astronomical-unit-nowadays,"sun,solar-system,earth,light,distances"
3,1,Taking Advantage of Time Dilation,/questions/2500/taking-advantage-of-time-dilation,"space-time,speed"
3,2,Looking for help in understanding how black holes can move,/questions/10085/looking-for-help-in-understanding-how-black-holes-can-move,"black-hole,cosmology,general-relativity"
3,,Exploiting symmetry in the axisymmetric Jeans equations,/questions/8159/exploiting-symmetry-in-the-axisymmetric-jeans-equations,"astrophysics,galactic-dynamics"
3,,Why is $g$ tied to the oscillator strength $f$ in $\log{gf}_{\odot}$,/questions/11206/why-is-g-tied-to-the-oscillator-strength-f-in-loggf-odot,"spectroscopy,stellar-astrophysics"
1,,How can the universe be infinite?,/questions/2241/how-can-the-universe-be-infinite,"universe,big-bang-theory,size"
3,,Are there many faint meteors that are too faint to see with the naked eye?,/questions/7999/are-there-many-faint-meteors-that-are-too-faint-to-see-with-the-naked-eye,"atmosphere,meteor,dust"
15,,Why is the Oort cloud presumed to be spherical?,/questions/7965/why-is-the-oort-cloud-presumed-to-be-spherical,oort-cloud
1,,Why don't the stars in a binary star system of equal masses always orbit their center of mass in a circular orbit?,/questions/12783/why-dont-the-stars-in-a-binary-star-system-of-equal-masses-always-orbit-their-c,"binary-star,orbital-elements,celestial-mechanics"
6,2,Ninth planet - what else could it be?,/questions/13321/ninth-planet-what-else-could-it-be,"solar-system,black-hole,telescope,planet,9th-planet"
5,,Estimating the tangential and cross component of the galaxy's shear using Gnomonic projection,/questions/6096/estimating-the-tangential-and-cross-component-of-the-galaxys-shear-using-gnomon,"cosmology,gravitational-lensing,galaxy-cluster"
4,2,Is there any man-made satellite orbiting our moon?,/questions/9993/is-there-any-man-made-satellite-orbiting-our-moon,"the-moon,artificial-satellite"
4,1,How did the Hulse-Taylor Pulsar Provide Confirming Evidence of General Relativity?,/questions/6051/how-did-the-hulse-taylor-pulsar-provide-confirming-evidence-of-general-relativit,"general-relativity,pulsar,gravitational-waves"
1,1,Relationship between temperature of nebula and size of star,/questions/9963/relationship-between-temperature-of-nebula-and-size-of-star,"temperature,star-formation,size,nebula"
6,3,Flatness of the universe?,/questions/2424/flatness-of-the-universe,early-universe
1,,How can exoplanet moons be detected? [duplicate],/questions/11376/how-can-exoplanet-moons-be-detected,"exoplanet,natural-satellites,satellite"
2,4,Enhanced Star-Gazing with Special Glasses,/questions/9973/enhanced-star-gazing-with-special-glasses,"telescope,star-gazing,optics"
1,,Which eyepieces I can use it for best viewing experience using my exisiting telescope?,/questions/8888/which-eyepieces-i-can-use-it-for-best-viewing-experience-using-my-exisiting-tele,"the-moon,jupiter,mars,saturn,nebula"
2,1,radial velocity fitting of a binary,/questions/10931/radial-velocity-fitting-of-a-binary,velocity
1,,What happens if two galaxies collide very quickly?,/questions/6577/what-happens-if-two-galaxies-collide-very-quickly,"galaxy,special-relativity,n-body-simulations"
1,,Accuracy of Laplace Method for determining orbital elements,/questions/13069/accuracy-of-laplace-method-for-determining-orbital-elements,"orbit,solar-system,asteroids,orbital-elements"
4,,Acronyms of catalogs in SIMBAD database,/questions/1593/acronyms-of-catalogs-in-simbad-database,"fundamental-astronomy,data-analysis"
-1,2,"If NASA is going to capture an asteroid with a spacecraft, wouldn't a UFO be able to manuever a celestial body? [closed]",/questions/1754/if-nasa-is-going-to-capture-an-asteroid-with-a-spacecraft-wouldnt-a-ufo-be-abl,"solar-system,asteroids,nasa,ufo"
1,,Identification of Lunar mare (maria) from a taken picture,/questions/11876/identification-of-lunar-mare-maria-from-a-taken-picture,the-moon
0,,Does the event horizon of a black hole increase or decrease by adding mass?,/questions/13749/does-the-event-horizon-of-a-black-hole-increase-or-decrease-by-adding-mass,"black-hole,mass"
0,,Gravity assist: why is the velocity doubled? [closed],/questions/13302/gravity-assist-why-is-the-velocity-doubled,"gravity,general-relativity,special-relativity"
4,1,How many stars are in the Sculptor Dwarf Galaxy?,/questions/12702/how-many-stars-are-in-the-sculptor-dwarf-galaxy,"star,galaxy"
9,,Is the Jupiter-Sun system considered a binary system of some type?,/questions/1133/is-the-jupiter-sun-system-considered-a-binary-system-of-some-type,"sun,solar-system,jupiter"
2,,How could we observe Dyson spheres? [duplicate],/questions/6499/how-could-we-observe-dyson-spheres,extra-terrestrial
7,,Are the stars in constellation located in a plane or they are in different distances,/questions/8314/are-the-stars-in-constellation-located-in-a-plane-or-they-are-in-different-dista,"star,orbit,distances,constellations"
27,4,How can we tell that the Milky Way is a spiral galaxy?,/questions/1225/how-can-we-tell-that-the-milky-way-is-a-spiral-galaxy,milky-way
6,,Can we find out whether early Venus was Earth-like or not?,/questions/2373/can-we-find-out-whether-early-venus-was-earth-like-or-not,"atmosphere,earth-like-planet,venus,instruments"
1,,When will a day on Earth & Mars be the same length?,/questions/10004/when-will-a-day-on-earth-mars-be-the-same-length,"mars,date-time"
4,3,Did cosmological inflation occur at speeds greater than $c$?,/questions/6383/did-cosmological-inflation-occur-at-speeds-greater-than-c,"cosmological-inflation,cmb"
5,,Does natural satellite(s) of a planet affects its orbital velocity around a star?,/questions/13823/does-natural-satellites-of-a-planet-affects-its-orbital-velocity-around-a-star,"star,planet,orbital-elements"
1,,How to get the longitude of the perihelion to find the Heliocentric Equatorial coordinates of a planet,/questions/12830/how-to-get-the-longitude-of-the-perihelion-to-find-the-heliocentric-equatorial-c,"orbit,planet"
-6,1,Is this Universe scenario correct? [closed],/questions/13558/is-this-universe-scenario-correct,"orbit,sun,black-hole,universe,solar-sytem"
6,1,"How often are new astronomical objects (variable stars, supernovae, comets, etc) discovered by amateurs?",/questions/10442/how-often-are-new-astronomical-objects-variable-stars-supernovae-comets-etc,"star,observation,amateur-observing,comets,supernova"
15,,Can I see “my own hand” in the void space?,/questions/1479/can-i-see-my-own-hand-in-the-void-space,space
9,1,"Do we make predictions in our time, or local time?",/questions/2464/do-we-make-predictions-in-our-time-or-local-time,distances
12,,Do star remnants actually burn?,/questions/13975/do-star-remnants-actually-burn,star
1,1,"Is there a simple, analytical formula for the lunar phase brightness curve?",/questions/10246/is-there-a-simple-analytical-formula-for-the-lunar-phase-brightness-curve,"the-moon,light,moon-phases"
2,,"A day in earth, a thousand years somewhere else",/questions/2451/a-day-in-earth-a-thousand-years-somewhere-else,"gravity,space-time"
1,,Assumptions necessary for the strong form of Olber's Paradox,/questions/10061/assumptions-necessary-for-the-strong-form-of-olbers-paradox,cosmology
3,1,Where can I learn these Astrophysical techniques? [Read below],/questions/8082/where-can-i-learn-these-astrophysical-techniques-read-below,"astrophysics,data-analysis"
9,2,Open problems in astronomy that an amateur (with a PhD in some other field) would have a chance of solving?,/questions/10387/open-problems-in-astronomy-that-an-amateur-with-a-phd-in-some-other-field-woul,"solar-system,planet,astrophysics,fundamental-astronomy,stellar-astrophysics"
6,1,Might the universe be really small yet seem infinite from spherical reflections? [closed],/questions/2130/might-the-universe-be-really-small-yet-seem-infinite-from-spherical-reflections,"cosmology,big-bang-theory,redshift"
1,,Would a low albedo substance warm up Mars?,/questions/5865/would-a-low-albedo-substance-warm-up-mars,"mars,temperature,dust,gas,albedo"
2,1,How many observations does it take to determine the orbit of a TNO,/questions/7888/how-many-observations-does-it-take-to-determine-the-orbit-of-a-tno,"observation,orbital-elements,oort-cloud,kuiper-belt,tno"
2,,Do orbital resonances always form naturally?,/questions/12272/do-orbital-resonances-always-form-naturally,"orbit,celestial-mechanics,orbital-resonance"
6,,How was the hypothetical ninth planet kicked so far out of the Solar System?,/questions/13310/how-was-the-hypothetical-ninth-planet-kicked-so-far-out-of-the-solar-system,"gravity,planet,9th-planet"
6,1,Going from the second moments of an object to its ellipticities and half-light-radius,/questions/6084/going-from-the-second-moments-of-an-object-to-its-ellipticities-and-half-light-r,"cosmology,gravitational-lensing"
2,,Did I see a meteor or a re-entry?,/questions/8627/did-i-see-a-meteor-or-a-re-entry,"meteor,artificial-satellite"
3,,Pulsars with accreting disk in binary system,/questions/2519/pulsars-with-accreting-disk-in-binary-system,"neutron-star,pulsar,accretion-discs"
6,1,What is the current size of the SN1006 supernova remnant?,/questions/6576/what-is-the-current-size-of-the-sn1006-supernova-remnant,"supernova,size"
1,,Sources of astronomy-related dataset?,/questions/2323/sources-of-astronomy-related-dataset,"universe,early-universe,earth-like-planet,data-analysis"
5,1,Why do some artificial satellites decrease and increase in brightness multiple times?,/questions/11375/why-do-some-artificial-satellites-decrease-and-increase-in-brightness-multiple-t,"earth,observation,light,satellite"
4,,"Is it possible to steer the sight of a Liquid Mirror Telescope using a plain mirror scheme? If yes, why hasn't it been done?",/questions/8255/is-it-possible-to-steer-the-sight-of-a-liquid-mirror-telescope-using-a-plain-mir,"telescope,optics"
2,,How can I see a nebula?,/questions/8565/how-can-i-see-a-nebula,"universe,observation,observable-universe,nebula"
4,,Are black holes solely responsible for hyper velocity stars?,/questions/10516/are-black-holes-solely-responsible-for-hyper-velocity-stars,"star,gravity,supermassive-black-hole,velocity"
16,,Age of the universe and time dilation,/questions/6525/age-of-the-universe-and-time-dilation,"universe,space-time,general-relativity,special-relativity"
0,1,Alignments of planets [duplicate],/questions/13052/alignments-of-planets,"solar-system,planet"
6,,How to plot orbit of binary star and calculate its orbital elements?,/questions/1348/how-to-plot-orbit-of-binary-star-and-calculate-its-orbital-elements,"orbit,fundamental-astronomy,binary-star"
10,,Why haven't Earth and Venus got any tiny moons? Or have they?,/questions/1733/why-havent-earth-and-venus-got-any-tiny-moons-or-have-they,"the-moon,earth,gravity,asteroids,venus"
1,2,"Where exactly does the Moon flip, given that it appears the other way up in the other hemisphere?",/questions/11867/where-exactly-does-the-moon-flip-given-that-it-appears-the-other-way-up-in-the,"the-moon,earth"
4,,Have we seen a black hole?,/questions/13733/have-we-seen-a-black-hole,"black-hole,observation"
1,1,Formulae for gravitatitional equilibrium,/questions/13259/formulae-for-gravitatitional-equilibrium,"star,gravity,neutron-star,planet,hydrostatic-equilibrium"
3,,What is the scale of things you can see with gravitational lensing?,/questions/12676/what-is-the-scale-of-things-you-can-see-with-gravitational-lensing,"star,galaxy,distances,gravitational-lensing,quasars"
12,1,How was Io not torn apart by tidal forces during its formation?,/questions/1051/how-was-io-not-torn-apart-by-tidal-forces-during-its-formation,"orbit,jupiter,volcanism,tidal-forces"
6,,Can we conclude with reasonable certainty that there is/are no Type 3 Civilizations in our galaxy?,/questions/6135/can-we-conclude-with-reasonable-certainty-that-there-is-are-no-type-3-civilizati,extra-terrestrial
1,1,Yellow object between δ Ori and η Ori,/questions/8028/yellow-object-between-%ce%b4-ori-and-%ce%b7-ori,"star,constellations"
6,,What can we expect from the first accurate image of a black hole?,/questions/1206/what-can-we-expect-from-the-first-accurate-image-of-a-black-hole,"black-hole,milky-way,radio-astronomy,general-relativity"
1,,Sources of astronomy-related dataset?,/questions/2323/sources-of-astronomy-related-dataset,"universe,early-universe,earth-like-planet,data-analysis"
0,,Calculate the time when Arcturus passed through the meridian,/questions/8750/calculate-the-time-when-arcturus-passed-through-the-meridian,date-time
2,1,What is CMB radiation doing to the universe?,/questions/6049/what-is-cmb-radiation-doing-to-the-universe,"universe,expansion,cmb"
2,2,Could gravity waves be used to confirm the existence of a ninth planet?,/questions/13779/could-gravity-waves-be-used-to-confirm-the-existence-of-a-ninth-planet,"gravity,planet,gravitational-waves,9th-planet"
4,1,How to cool down a moon?,/questions/12817/how-to-cool-down-a-moon,"star,orbit,the-moon,albedo"
0,,Is there sufficient evidence to confirm additional Planet in solar system,/questions/13522/is-there-sufficient-evidence-to-confirm-additional-planet-in-solar-system,"solar-system,sun,planet,comets,data-analysis"
1,2,Where is Mars in the night sky,/questions/10298/where-is-mars-in-the-night-sky,"planet,amateur-observing"
3,,"(Sound) Echo from X takes 5-7 days, [closed]",/questions/1313/sound-echo-from-x-takes-5-7-days,space
1,,Triangular Asterism Trigonometry,/questions/2396/triangular-asterism-trigonometry,"star,distances,stellar-dynamics"
4,,Rate of Mass Loss from the Solar Wind,/questions/13907/rate-of-mass-loss-from-the-solar-wind,"star,sun,solar-wind"
1,,Shadows of Light = Space or Dark Matter?,/questions/10171/shadows-of-light-space-or-dark-matter,"light,dark-matter"
17,,Does matter accumulate just outside the event horizon of a black hole?,/questions/2441/does-matter-accumulate-just-outside-the-event-horizon-of-a-black-hole,"black-hole,space-time,redshift,matter,horizon"
4,,Strong force and metric expansion,/questions/7939/strong-force-and-metric-expansion,"cosmology,general-relativity"
2,,Is it accurate to say that we have a gravitational attraction towards all objects in the known universe?,/questions/7739/is-it-accurate-to-say-that-we-have-a-gravitational-attraction-towards-all-object,"gravity,light,astrophysics"
2,,death of a red dwarf star / minimum mass needed for a white dwarf?,/questions/10357/death-of-a-red-dwarf-star-minimum-mass-needed-for-a-white-dwarf,"stellar-evolution,stellar-astrophysics"
3,1,"Is there another explanation, apart from the doppler effect, for the redshift observed in distant galaxies?",/questions/1973/is-there-another-explanation-apart-from-the-doppler-effect-for-the-redshift-ob,"galaxy,big-bang-theory,radio-astronomy,astrophysics,redshift"
3,,Would a high albedo reflective substance cool down Venus?,/questions/5864/would-a-high-albedo-reflective-substance-cool-down-venus,"atmosphere,temperature,venus,dust,albedo"
26,,Do all stars have an oort cloud or is it a rare occurance?,/questions/7716/do-all-stars-have-an-oort-cloud-or-is-it-a-rare-occurance,"solar-system,oort-cloud"
2,1,classification of the Kozai mechanism,/questions/12228/classification-of-the-kozai-mechanism,celestial-mechanics
8,1,Could the trajectories of non-periodic comets be used to infer properties of the 'ninth planet'?,/questions/13286/could-the-trajectories-of-non-periodic-comets-be-used-to-infer-properties-of-the,"solar-system,comets,kuiper-belt,9th-planet"
8,,"With gravitational lensing, is it possible to mathematically compute the correct image of the galaxy that is being distorted?",/questions/6011/with-gravitational-lensing-is-it-possible-to-mathematically-compute-the-correct,gravitational-lensing
4,,Are multiple satellites required to handle geostationary orbits?,/questions/6089/are-multiple-satellites-required-to-handle-geostationary-orbits,"orbit,artificial-satellite,satellite"
4,,Does Doppler shift affect apparent pulsar frequency?,/questions/2304/does-doppler-shift-affect-apparent-pulsar-frequency,pulsar
13,3,How can the 13.8 billion years old universe have a radius of 46 billion light years? [duplicate],/questions/3635/how-can-the-13-8-billion-years-old-universe-have-a-radius-of-46-billion-light-ye,"universe,big-bang-theory,size"
1,,The reason behind Big Bang,/questions/1904/the-reason-behind-big-bang,"universe,formation,big-bang-theory,early-universe"
1,1,what is a MIA satellite,/questions/7659/what-is-a-mia-satellite,satellite
2,1,Why can't the surfaces of stars be observed?,/questions/6505/why-cant-the-surfaces-of-stars-be-observed,"star,optics"
19,,Why is the Eagle Nebula so “static”?,/questions/8483/why-is-the-eagle-nebula-so-static,"distances,nebula"
1,,"How does one measure velocities of far-off, bright objects",/questions/10164/how-does-one-measure-velocities-of-far-off-bright-objects,"redshift,velocity"
0,1,Thought experiment about the outskirts of the universe [closed],/questions/6226/thought-experiment-about-the-outskirts-of-the-universe,"big-bang-theory,expansion,special-relativity"
1,3,Is the duration of a sidereal year stable?,/questions/13041/is-the-duration-of-a-sidereal-year-stable,"orbit,solar-system,earth"
19,4,How would the night sky look from inside a globular cluster?,/questions/1241/how-would-the-night-sky-look-from-inside-a-globular-cluster,"amateur-observing,fundamental-astronomy,globular-clusters"
7,1,Asteroids between Mars and Jupiter,/questions/1520/asteroids-between-mars-and-jupiter,"solar-system,asteroids,jupiter,mars"
